Word,Length,LgSUBTLWF,Concreteness_Rating,Semantic_Neighborhood_Density,Age_Of_Acquisition,BG_Sum
attractive,10,3.1,2.64,0.62,8.58,19805
attribute,9,1.66,2.33,0.58,12.67,15664
auburn,6,1.48,3.72,0.57,10.68,3190
auction,7,2.66,3.93,0.58,10.67,13942
audible,7,1.57,3.23,0.5,11.05,7692
audience,8,3.11,4.29,0.66,7,10801
audio,5,2.46,3.5,0.63,9.32,5210
auditorium,10,1.91,4.7,0.57,6.94,12558
augment,7,1.3,2.81,0.5,14,9420
aunt,4,3.45,4.17,0.6,3.8,5342
aura,4,1.97,2.67,0.5,11.67,4932
Australia,9,2.64,#,0.67,#,17231
Australian,10,2.05,#,0.67,#,20714
Austria,7,2.17,#,0.62,#,11183
authentic,9,2.36,2.31,0.59,8.42,18385
author,6,2.61,4.26,0.67,7.1,6681
authoritarian,13,0.6,2.08,0.55,12.95,24051
authority,9,3.04,2.34,0.66,7.5,12434
autism,6,1.57,2.69,0.56,14.21,9472
auto,4,2.59,4,0.61,7.22,2776
autograph,9,2.62,4.23,0.43,6.89,8565
automatic,9,2.55,2.82,0.62,9,16923
automobile,10,2.47,4.96,0.61,7.11,10780
autumn,6,2.29,3.27,0.62,6,2840
available,9,3.12,2.11,0.68,8.5,10822
avenue,6,2.94,4,0.62,7,6774
average,7,2.93,2.4,0.62,8.9,13551
avid,4,1.42,1.72,0.56,11.11,1996
avocado,7,1.8,4.89,0.39,9.29,4730
avoid,5,3.09,2.41,0.67,8.5,1835
avoidance,9,1.43,1.86,0.55,11.68,8882
await,5,2.26,1.54,0.47,9,3986
awake,5,3.14,3.32,0.52,4.67,2119
awaken,6,2.1,3.45,0.45,7.17,5935
award,5,2.82,4.14,0.65,7.5,4483
aware,5,3.26,2,0.63,6.75,8397
awareness,9,2.06,1.84,0.62,9.3,20548
awe,3,2.13,1.89,0.43,9.06,710
awesome,7,3.2,1.83,0.5,7.33,8939
awful,5,3.51,1.92,0.5,6.26,1688
awkward,7,2.86,2,0.56,8.58,4528
axe,3,2.4,5,0.56,6.11,182
axiom,5,0.9,2,0.56,16.25,3964
axis,4,1.91,3.57,0.61,12.1,2998
axle,4,1.81,4.5,0.57,10.85,3515
babble,6,1.65,3.31,0.21,7.17,6554
babe,4,3.26,3.67,0.56,6.61,2641
babies,6,3.23,#,0.57,3.84,8141
baboon,6,1.94,4.92,0.32,9.11,8079
baby,4,4.42,5,0.65,3.84,1855
bachelor,8,2.7,4.32,0.58,12,11464
backbone,8,1.93,4.19,0.55,6.95,10860
background,10,2.95,3.26,0.69,8.67,11371
backpack,8,2.27,4.96,0.41,5.38,6707
backup,6,2.94,3.2,0.6,11.11,3611
backward,8,2.2,3.41,0.56,5.76,7472
backwards,9,2.83,3.17,0.58,5.98,7887
backyard,8,2.57,4.57,0.51,3.38,6983
bacon,5,2.78,4.9,0.58,5,9320
bacteria,8,2.19,4.14,0.58,9.28,17931
badge,5,2.89,4.93,0.57,6.11,3177
badger,6,1.95,4.37,0.51,8.74,9339
badly,5,3.13,1.93,0.62,6.58,3684
badminton,9,1.3,4.7,0.57,10.94,19167
baffle,6,0.95,2.37,0.29,10.28,5301
bag,3,3.68,4.9,0.6,4.28,1561
baggage,7,2.5,4.43,0.53,7.52,4409
baggy,5,1.69,3.61,0.37,6.83,1935
bagpipe,7,1.2,4.97,0.37,9.33,4583
bags,4,3.16,#,0.57,4.28,1834
bail,4,2.95,3.86,0.56,10.16,3128
bait,4,2.7,4.45,0.51,7.11,3873
bake,4,2.51,4.21,0.37,5.5,2006
baked,5,2.53,4.19,0.54,#,6491
baker,5,2.85,4.71,0.65,6.04,8168
bakery,6,2.26,4.83,0.56,7.16,8802
balance,7,2.88,2.89,0.65,9.89,12373
balanced,8,2.09,2.79,0.6,8.08,16858
balcony,7,2.57,4.68,0.56,8.1,11157
bald,4,2.7,4.69,0.56,7.26,4170
bale,4,2.02,4.3,0.42,8.2,7257
ballerina,9,2.08,4.61,0.44,5.26,26232
ballet,6,2.72,4.04,0.59,7.21,10228
balloon,7,2.65,4.92,0.58,4.37,12459
balloons,8,2.38,#,0.55,4.37,14315
ballot,6,1.85,4.73,0.57,8.83,7832
ballroom,8,2.34,4.7,0.56,7.37,9769
balls,5,3.31,#,0.6,2.9,5873
balm,4,1.49,3.68,0.28,10.28,3946
Bambi,5,#,#,0.37,#,2753
bamboo,6,1.91,4.86,0.56,9.28,3842
bamboozle,9,0.6,2.25,0.24,14.38,7332
ban,3,2.21,2.37,0.62,10.11,4260
banana,6,2.74,5,0.56,3.78,10597
bananas,7,2.45,#,0.52,3.78,12049
bandage,7,2.17,4.85,0.33,5.94,8551
bandit,6,2.28,4.36,0.49,8.15,10076
banish,6,1.85,2.41,0.32,9.89,9832
banister,8,1.83,4.75,0.26,10,22659
banjo,5,1.92,4.9,0.56,8.44,4456
banker,6,2.39,4.43,0.57,6.89,11606
banking,7,2.19,3.55,0.61,9,15786
bankrupt,8,2.16,3.24,0.56,11.33,6004
banks,5,2.91,#,0.66,6.44,4786
banned,6,2.14,#,0.62,10.11,11386
banner,6,2.48,4.8,0.61,9.17,13063
banquet,7,2.42,4,0.55,8.35,6602
baptism,7,1.79,3.41,0.57,6.58,10075
Baptist,7,2.08,#,0.6,#,13114
barbarian,9,1.97,3.52,0.51,9.76,15223
barbecue,8,2.66,4.52,0.49,7.83,7224
barber,6,2.45,4.59,0.59,6.68,11024
bare,4,2.63,3.21,0.59,5.78,8284
barefoot,8,2.09,4.62,0.44,5.25,11152
barely,6,3.17,1.71,0.61,7.22,11562
bargain,7,2.79,2.59,0.52,8.72,12476
barge,5,2.3,4.66,0.56,9.28,5259
baritone,8,1.34,3.67,0.57,11.21,17040
bark,4,2.45,4.52,0.57,5.17,4012
barking,7,2.66,4.19,0.41,5.17,15252
barley,6,1.67,4.59,0.56,9.8,7677
barn,4,2.84,4.79,0.58,4.5,4215
barred,6,1.81,3.11,0.55,6.9,13347
barrel,6,2.74,4.86,0.59,7.72,10596
barren,6,1.88,3.2,0.55,11.12,12678
barrier,7,2.24,4.41,0.61,9.11,14609
bars,4,2.96,#,0.62,6.9,5211
bartender,9,2.7,4.82,0.47,8.9,23481
barter,6,1.67,2.96,0.42,10.72,15302
base,4,3.26,3.86,0.68,6.42,4260
baseball,8,3.11,4.86,0.63,4.83,9957
based,5,3.13,1.85,0.69,6.42,8745
basement,8,3.03,4.89,0.59,6.74,13846
bash,4,2.23,3.52,0.47,8.84,3524
bashful,7,1.81,2.19,0.22,6.94,4991
basic,5,2.9,2.26,0.67,9.14,6219
basil,5,1.85,4.76,0.58,10.13,5359
basin,5,1.99,4.63,0.6,10,10822
basis,5,2.79,1.83,0.68,11.05,6686
basket,6,2.83,5,0.56,5.67,4707
basketball,10,3.04,4.97,0.62,5.3,10226
bass,4,2.59,4.31,0.64,8.63,3800
bassoon,7,1.23,4.67,0.48,10.38,10114
bastard,7,3.53,3.14,0.5,10.45,11264
bat,3,3.02,5,0.6,4.85,4958
bath,4,3.2,4.85,0.6,3.23,6281
bathe,5,2.11,4.19,0.36,5,8030
bathing,7,2.58,4.07,0.54,3.84,18181
bathrobe,8,1.94,5,0.22,7.9,9891
bathroom,8,3.5,4.52,0.56,3,10817
bathtub,7,2.49,4.92,0.41,3.22,7733
batman,6,2.38,4.5,0.59,#,10213
baton,5,2.16,4.64,0.56,7.94,10930
batter,6,2.31,4.41,0.52,7.05,16187
batteries,9,2.61,#,0.59,5.58,24803
battery,7,2.8,4.67,0.62,5.58,16821
battle,6,3.33,4,0.66,6.95,9466
bauble,6,1.36,3.23,0.16,10.94,6218
bay,3,3.09,4.81,0.66,8.67,1200
bazaar,6,1.77,3.63,0.5,9.89,4019
beach,5,3.46,4.79,0.66,4.8,5654
beaches,7,2.32,#,0.58,4.8,11892
beacon,6,2.3,4.38,0.56,11.37,11216
bead,4,1.76,4.9,0.46,5.63,3724
beagle,6,1.81,4.81,0.4,7.39,7309
beak,4,2.03,4.96,0.52,5.42,3004
beaker,6,1.36,4.72,0.34,11.25,10064
beam,4,2.65,3.96,0.61,8.78,3618
bean,4,2.54,5,0.57,3.42,6156
beans,5,2.87,#,0.57,3.42,8012
beanstalk,9,1.28,4.7,0.26,6.05,16624
beard,5,2.81,4.96,0.56,4.84,6266
bearing,7,2.69,2.82,0.63,3.58,19326
bears,5,2.77,#,0.64,3.58,7107
beast,5,3.1,4.63,0.6,5.74,7690
beat,4,3.83,3.97,0.65,6.15,6854
beaten,6,2.79,3.21,0.61,6.15,15065
beater,6,1.57,3.62,0.28,7.95,17411
beating,7,3.07,3.76,0.61,#,22445
beautiful,9,4.15,2.16,0.65,5.72,10807
beauty,6,3.39,2.93,0.64,5.05,4785
beaver,6,2.39,4.68,0.57,5.21,11119
because,7,4.74,1.22,0.7,4.44,7930
become,6,3.77,1.54,0.7,5.85,7591
becoming,8,3.07,1.67,0.68,5.85,18036
bed,3,3.98,5,0.63,2.89,5343
bedding,7,1.59,4.61,0.43,6.67,18240
bedroom,7,3.27,4.9,0.57,3.9,10025
bedtime,7,2.5,2.9,0.36,3.95,12763
bee,3,2.72,4.88,0.59,5,1728
beefy,5,1.23,3.19,0.19,8.53,2289
beehive,7,1.65,4.93,0.37,7.47,5721
been,4,4.95,1.92,0.7,5.11,5544
beep,4,2.52,4,0.31,5.32,2402
beer,4,3.59,4.88,0.62,6.11,7890
bees,4,2.44,4.72,0.56,5,6217
beeswax,7,1.38,4.88,0.33,8.5,7171
beet,4,1.18,4.8,0.44,6.56,3082
Beethoven,9,2.31,#,0.56,#,11857
beetle,6,2.03,4.83,0.55,5.32,6918
beetroot,8,0.7,#,0.31,10.69,8744
beets,5,1.72,#,0.41,6.56,4088
before,6,4.61,1.96,0.7,5.45,9191
befuddled,9,0.95,2.29,0.21,11.5,10490
beg,3,3.42,2.96,0.49,5.78,1292
beggar,6,2.1,4.59,0.45,7.63,5110
begin,5,3.46,2.56,0.68,4.84,8765
beginner,8,2,2.73,0.43,6.7,17568
beginning,9,3.51,2.5,0.69,5.4,21463
beginnings,10,1.82,#,0.59,5.4,21736
behave,6,2.92,1.78,0.55,4.28,4420
behavior,8,3.06,2.19,0.65,7.05,8548
behind,6,3.98,3.48,0.69,4.9,10734
beige,5,1.85,3.41,0.4,7.74,3197
being,5,4.39,1.93,0.7,5.99,11982
belch,5,1.58,4.14,0.2,6.22,4190
Belgian,7,1.69,#,0.61,#,7825
Belgium,7,1.82,#,0.62,#,3907
belief,6,2.59,1.19,0.64,7.3,7040
beliefs,7,2.3,#,0.62,7.3,7076
believable,10,1.86,1.46,0.4,8.5,13142
believer,8,2.24,2.73,0.53,6.56,15136
believing,9,2.73,1.69,0.62,5.78,18654
belittle,8,1.58,2.1,0.23,12.88,12025
bell,4,3.3,4.96,0.67,3.89,4209
bells,5,2.83,#,0.58,3.89,4624
belong,6,3.36,1.43,0.6,6.47,12586
belonging,9,2.03,1.92,0.61,6.47,23978
belongings,10,2.19,3.88,0.46,9.17,24251
beloved,7,2.81,2.14,0.59,9.94,10988
below,5,3.16,3.45,0.68,5.84,4747
belt,4,3.1,4.9,0.62,4.62,2963
bemuse,6,#,1.96,0.31,#,5724
bench,5,2.69,4.87,0.59,4.21,7589
bend,4,2.89,3.88,0.59,5.56,6436
beneath,7,2.77,3.11,0.62,5.67,14268
beneficial,10,1.61,1.77,0.58,10.84,15658
benefit,7,2.87,2.25,0.66,9.17,10373
benefits,8,2.58,#,0.64,9.17,11379
benevolent,10,1.58,1.44,0.51,14,19233
bent,4,2.57,3.62,0.58,5.56,7692
berate,6,1.15,2.5,0.23,14,18706
beret,5,1.69,4.8,0.41,10.33,12916
Berlin,6,2.84,#,0.64,#,16946
berries,7,2.2,#,0.56,5.21,16214
berry,5,2.25,4.93,0.6,5.21,8232
beside,6,2.89,2.59,0.61,7.22,10492
besides,7,3.64,2.25,0.67,#,14981
bestow,6,1.76,2.07,0.38,13.53,10964
bet,3,3.94,3.1,0.58,7,2212
beta,4,2.25,2.84,0.59,13.94,4089
betray,6,2.67,2.17,0.47,9.39,7433
betrayal,8,2.34,1.76,0.56,9.78,10611
betting,7,2.64,3.57,0.52,7,18475
between,7,3.95,2.72,0.69,5.47,7494
beverage,8,2.08,4.6,0.56,6.63,14506
beware,6,2.47,2,0.41,8.05,9338
bewilder,8,0.48,1.96,0.2,10.29,12159
beyond,6,3.34,1.72,0.68,6.32,7550
bias,4,1.92,1.68,0.59,10.71,3188
biblical,8,2.06,1.97,0.6,6.9,12097
bibliography,12,0.6,3.96,0.57,10.95,13484
bicep,5,1.23,4.67,0.18,8.67,5214
biceps,6,1.69,4.93,0.35,9.42,5520
bicycle,7,2.53,4.89,0.6,4.26,7160
bid,3,2.81,2.71,0.62,9.84,1462
bigger,6,3.44,3.53,0.62,2.89,9046
biggest,7,3.32,3.07,0.65,2.89,10938
bigot,5,1.51,3.11,0.27,12.17,2700
bigoted,7,1.04,1.96,0.3,12.75,11580
bike,4,3.12,5,0.6,4.79,1604
bikini,6,2.28,4.96,0.45,8.26,9530
bill,4,3.78,4.68,0.68,6.42,3665
billboard,9,1.85,4.83,0.58,7.72,8507
billiards,9,1.53,4.61,0.45,10.63,11541
billion,7,2.76,3.79,0.61,8.37,13527
bills,5,3.04,#,0.6,6.42,4080
Billy,5,3.55,#,0.65,#,5209
bin,3,2.44,4.72,0.58,4.68,7511
binary,6,1.59,3,0.59,13.39,12537
bind,4,2.24,3.4,0.56,10.24,9273
binder,6,1.6,4.89,0.43,10.42,18036
binding,7,2.05,3.39,0.6,11,21964
bingo,5,2.81,4,0.49,6.95,11791
binoculars,10,1.91,5,0.37,6.79,17104
biography,9,1.88,3.39,0.65,9.47,9162
biological,10,2.48,3.11,0.63,10.95,14134
biologist,9,1.81,3.96,0.55,10.9,13299
biology,7,2.4,3.48,0.6,9.35,6532
birch,5,1.9,4.12,0.56,10.84,3374
bird,4,3.37,5,0.65,3.52,2053
birdie,6,2.41,3.79,0.37,6.56,5183
birds,5,3.12,#,0.62,3.52,2468
birthday,8,3.7,3.2,0.62,2.85,4723
biscuit,7,2.28,4.9,0.45,4.63,7522
biscuits,8,2.23,#,0.48,4.63,8528
bishop,6,2.93,4.21,0.64,10.5,6615
bison,5,1.26,4.68,0.51,8.11,8763
bit,3,4.08,3.27,0.65,6.47,2793
bitch,5,3.94,3.72,0.51,10.11,4549
bite,4,3.32,4.44,0.56,3.58,7188
biting,6,2.4,3.93,0.48,3.58,18384
bits,4,2.74,#,0.59,6.47,3799
bitter,6,2.76,2.93,0.6,8.81,14022
bittersweet,11,1.38,2.73,0.41,11.78,18395
bizarre,7,2.57,1.79,0.58,8.53,9465
blackberry,10,1.59,4.97,0.43,8.95,13869
blackbird,9,1.63,5,0.39,6.11,7690
blackboard,10,1.79,4.72,0.34,5.42,10414
blackmail,9,2.6,2.78,0.51,10.05,9655
blackout,8,2.35,3.73,0.5,9.68,8261
blacksmith,10,2.03,4.38,0.53,9.84,11243
bladder,7,2.31,4.48,0.56,10.78,13219
blade,5,2.82,4.93,0.61,6.72,6851
blah,4,2.84,1.4,0.25,8.98,3267
blame,5,3.48,2.06,0.58,6.48,5885
bland,5,1.75,2.38,0.5,8.35,8444
blank,5,2.7,3.12,0.58,6.05,6968
blanket,7,2.82,5,0.53,3.61,9220
blankets,8,2.42,#,0.47,3.61,10226
blast,5,2.92,3.9,0.6,7.06,8216
blaze,5,2.03,4.28,0.55,7.47,3807
blazer,6,1.8,4.79,0.39,9.6,9969
bleach,6,2.08,4.74,0.41,8,9392
bleak,5,1.75,2.54,0.47,10.94,6742
bleed,5,2.71,4.4,0.46,4.28,9951
bleeding,8,3.18,4.3,0.56,#,22642
blemish,7,1.49,4.07,0.23,10.95,11033
blend,5,2.34,3.7,0.58,10.17,10174
blender,7,1.94,5,0.41,6.84,18937
blessed,7,2.85,2.1,0.58,6.11,17172
blessing,8,2.7,2.19,0.56,7.63,23168
blimp,5,1.73,4.76,0.33,6.63,5692
blind,5,3.37,4.03,0.64,7,12585
blindness,9,1.83,3.73,0.54,7.21,20984
blinds,6,2.04,#,0.39,7,13000
blink,5,2.41,4.39,0.46,5.63,11109
bliss,5,2.21,1.37,0.56,10.16,8258
bloated,7,1.94,3.36,0.28,10.72,16130
blob,4,1.79,4.06,0.39,6.16,3008
block,5,3.32,4.48,0.66,4.79,4240
blockade,8,1.9,4.25,0.57,10.55,8006
blockage,8,1.54,3.93,0.39,8.89,6349
blocked,7,2.54,3.45,0.6,4.79,9623
blocks,6,2.88,#,0.64,4.79,4480
bloke,5,2.38,3.89,0.28,13.88,3776
blond,5,2.73,4.41,0.5,6.72,9017
blonde,6,2.85,4.52,0.56,6.06,11618
bloody,6,3.29,4.08,0.6,5.83,4260
bloom,5,2.45,4,0.57,6.84,4792
blossom,7,2.27,4.26,0.5,6.61,7064
blot,4,1.69,3.44,0.3,8.38,3554
blouse,6,2.44,4.96,0.41,6.65,7823
blown,5,2.91,2.88,0.57,4,3500
blubber,7,1.64,3.93,0.27,7.84,9333
blueberries,11,1.75,#,0.36,6.22,18617
blueberry,9,2.12,4.96,0.39,6.22,10635
blueprint,9,1.81,4.77,0.46,9.39,16969
blues,5,2.72,2.31,0.63,9.81,6653
bluff,5,2.5,3,0.57,8.82,2289
blunt,5,2.4,3.07,0.56,11.05,6635
blur,4,2.04,3.3,0.49,8.95,3115
blurb,5,1.15,3.04,0.3,11.56,3377
blurry,6,1.85,3.7,0.3,7.28,4327
blush,5,2.14,4.41,0.3,7.95,4524
blushing,8,2.01,3.72,0.23,7.95,16424
boa,3,1.83,4.92,0.4,9.56,1184
boar,4,2.05,4.8,0.48,9.83,4149
boardwalk,9,1.98,4.78,0.49,8.94,8672
boast,5,1.74,2.32,0.47,8.22,6201
boat,4,3.69,4.93,0.65,3.84,5365
boating,7,1.72,3.85,0.56,8.45,20956
boats,5,2.78,#,0.62,3.84,6371
bob,3,3.67,3.68,0.66,6.16,1123
bodies,6,3.23,#,0.66,4.28,8918
bodily,6,2.04,2.69,0.56,8.17,6152
bodybuilder,11,1.18,4.43,0.36,10.75,12973
bodyguard,9,2.47,4.75,0.55,10,5876
bog,3,1.7,4.08,0.56,9.37,1270
bogus,5,2.14,2.19,0.4,9.94,3115
bohemian,8,1.69,2.73,0.55,15.37,9546
boil,4,2.48,4.2,0.45,6.6,2546
boiled,6,2.23,3.89,0.55,6.6,10447
boiler,6,2.16,4.52,0.57,8.89,12124
boiling,7,2.33,4.39,0.57,#,16108
boisterous,10,1.11,2.59,0.32,11.62,23281
bold,4,2.59,2.43,0.6,9.21,2391
Bologna,7,2,4.93,0.57,#,5708
bolster,7,1.23,1.89,0.48,12.5,16599
bolt,4,2.55,4.67,0.57,7.28,2433
bolts,5,2.05,#,0.52,7.28,3439
bomb,4,3.44,4.84,0.63,8,2411
bomber,6,2.33,4.45,0.58,8.84,9431
bombshell,9,1.67,3.88,0.32,11.22,9030
bondage,7,1.94,3.65,0.45,15.06,9661
bonding,7,2.19,2.48,0.55,11.44,19823
bonds,5,2.53,#,0.6,10.21,7547
bone,4,3.12,4.9,0.61,5.53,7645
boner,5,2.08,4.34,0.22,11.89,13807
bones,5,3.19,#,0.61,5.53,12134
bonfire,7,1.95,4.83,0.41,8.8,11857
bong,4,2.16,4.27,0.39,14.16,9289
bonkers,7,1.76,1.76,0.26,8.28,14185
bonnet,6,1.98,4.93,0.48,6.83,9365
bonus,5,2.67,3.04,0.6,8.17,7109
boo,3,2.78,2.48,0.46,3.78,1690
boob,4,2.19,4.38,0.2,8.16,2049
boogie,6,2.43,3.23,0.56,9.72,4027
book,4,3.96,4.9,0.69,3.68,1919
bookcase,8,1.69,4.93,0.24,5.63,7210
bookish,7,1,2.07,0.24,10.89,6399
bookkeeping,11,1.59,3.43,0.39,11,16000
books,5,3.54,#,0.68,3.68,2159
boom,4,3.05,3.66,0.61,5.56,2907
boost,5,2.36,2.89,0.59,7.89,6100
boot,4,2.76,4.96,0.58,3.89,2595
booth,5,3.02,4.42,0.6,7.16,3918
boots,5,2.99,5,0.58,4.86,3601
booty,5,2.5,4.36,0.43,9.68,3297
booze,5,2.75,4.48,0.34,10.42,2227
border,6,2.94,4.29,0.64,6.85,12909
bore,4,2.6,2.96,0.6,8.91,8060
bored,5,3.01,2.13,0.53,6.25,12545
boredom,7,2.04,1.96,0.42,7.68,14350
boring,6,3.15,2.07,0.54,5.26,17206
born,4,3.63,3.22,0.62,4.68,3991
borrow,6,3.18,3.1,0.53,6.95,6925
bosom,5,2.2,4.63,0.33,12.5,3608
boss,4,3.8,3.83,0.63,6.16,3180
bossy,5,1.95,2.21,0.32,7.06,3407
Boston,6,3.09,#,0.66,#,11146
both,4,4.18,2.97,0.7,4.77,2992
bother,6,3.54,2,0.46,6.5,10903
bothered,8,2.73,#,0.43,6.5,19930
bothersome,10,1.23,1.85,0.22,10.67,16112
bottle,6,3.41,4.91,0.59,3.56,6177
bottles,7,2.83,#,0.56,3.56,10666
bottom,6,3.41,4.25,0.64,5.28,4924
bought,6,3.64,2.96,0.65,5.56,3567
boulder,7,2.03,4.67,0.56,7.92,12566
boulevard,9,2.42,4.73,0.58,9.19,11430
bouncy,6,1.96,3.18,0.33,4.61,5869
bound,5,2.97,3.43,0.64,9,6057
boundaries,10,2.28,#,0.62,8.35,18172
boundary,8,1.85,3.04,0.62,8.35,10190
bountiful,9,1.6,2.07,0.33,10.47,14037
bounty,6,2.57,3.41,0.55,9.35,8015
bouquet,7,2.22,4.74,0.37,8.72,4742
bourbon,7,2.51,4.93,0.54,11.05,9425
bovine,6,1.36,3.93,0.39,12.41,11242
bow,3,3.02,4.61,0.61,4.95,1450
bowel,5,2.27,4.53,0.54,9.72,3668
bowels,6,1.94,4.33,0.3,9.78,4083
Bowie,5,2.16,#,0.57,#,3171
bowling,7,2.74,4.56,0.6,7,15097
bowls,5,2.05,4.73,0.57,4.26,1950
box,3,3.66,4.9,0.66,4.3,860
boxer,5,2.3,4.63,0.58,7.95,7110
boxes,5,2.9,#,0.61,4.3,5437
boxing,6,2.57,4.55,0.61,7.16,11819
boyfriend,9,3.57,4.59,0.6,6.89,10999
boys,4,4.06,#,0.67,3.67,1137
bra,3,2.75,4.54,0.41,8.21,3685
brace,5,2.51,3.96,0.46,7.89,6781
bracelet,8,2.6,4.96,0.41,5.68,13285
braces,6,2.22,5,0.4,8.56,11270
bracket,7,1.52,4.43,0.5,8.56,8343
brag,4,2.26,2.41,0.25,7.79,4469
braggart,8,1.15,3.15,0.18,12.57,9290
braid,5,1.69,4.38,0.39,7.22,5450
brain,5,3.59,4.69,0.64,5.76,11499
brains,6,3.15,3.96,0.55,5.76,13355
brainstorm,10,1.61,2.55,0.32,9.61,21623
brainy,6,1.69,1.88,0.23,7.86,11655
brake,5,2.49,4.44,0.57,5.95,4914
bramble,7,#,4.12,0.32,#,9656
bran,4,1.83,4.48,0.37,9.95,7168
branch,6,2.71,4.9,0.66,5.11,10083
branches,8,2.23,#,0.63,5.11,16321
brand,5,2.85,3.29,0.66,7.72,8930
brandy,6,2.75,4.81,0.49,12.1,9080
brash,5,1.34,2.46,0.4,11.47,6432
brass,5,2.79,4.7,0.61,9.05,6708
brat,4,2.5,3.62,0.38,6.21,7866
bravado,7,1.4,1.93,0.27,12.88,6174
brave,5,3.21,2.26,0.58,6,5969
bravery,7,2.17,1.96,0.56,8.32,12765
bravo,5,2.99,1.86,0.56,#,4324
brawl,5,2.04,3.63,0.52,9.2,3996
brazen,6,1.79,1.93,0.3,12.19,8109
Brazil,6,2.43,4.19,0.64,#,5346
bread,5,3.16,4.92,0.59,3.58,7983
breadth,7,1.36,2.23,0.51,11.38,9322
break,5,4.05,3.71,0.67,5.3,7263
breakable,9,0.95,3.03,0.21,8.21,12979
breakdown,9,2.57,2.75,0.59,10.11,8711
breaker,7,2.07,3.85,0.45,9.84,14323
breakfast,9,3.53,4.43,0.59,3.47,12722
breaking,8,3.33,3.93,0.65,5.3,18503
breakup,7,2.18,2,0.57,9.2,7691
breast,6,2.66,4.89,0.59,6.6,11949
breasts,7,2.8,5,0.54,8.03,12955
breath,6,3.36,4.36,0.57,5.81,12436
breathe,7,3.39,4.07,0.53,4.11,14185
breathing,9,3.15,4.1,0.57,#,24336
breathless,10,1.75,3.67,0.32,9.56,21983
breed,5,2.51,2.85,0.6,9,10472
breeding,8,2.27,2.96,0.6,9.3,23163
breeze,6,2.61,3.62,0.5,6.22,6531
breezy,6,1.61,3.72,0.31,6.39,6054
brevity,7,1.08,2.23,0.34,13.47,9243
brew,4,2.11,4.07,0.46,9.06,5426
brewery,7,1.97,4.62,0.57,10.72,12706
bribe,5,2.49,3.44,0.48,9.74,4701
bribery,7,1.85,2.89,0.52,10.65,11497
brick,5,2.72,4.83,0.6,6.43,6683
bricks,6,2.3,#,0.56,6.43,6923
bridal,6,2.13,3.25,0.38,8.47,7893
bride,5,3.09,4.63,0.59,5.1,6896
bridge,6,3.37,4.97,0.66,5.58,5644
brief,5,2.87,2.38,0.67,8.44,5149
briefcase,9,2.64,4.86,0.39,6.37,10437
briefs,6,1.63,4.33,0.41,8.44,5185
bright,6,3.36,3.92,0.63,6.58,5078
brighten,8,1.85,3.41,0.26,7.06,13289
brightness,10,1.49,3.43,0.56,7.24,13477
brilliance,10,1.88,2.39,0.45,10.5,16879
brilliant,9,3.26,2.07,0.61,7.95,16867
brim,4,1.66,4.23,0.31,10.68,4335
brimstone,9,1.86,3.83,0.32,11.19,16344
brine,5,1.23,4.24,0.44,14.25,12619
bring,5,4.22,2.55,0.68,4.42,14263
brisk,5,1.73,2.5,0.37,10.17,6434
bristle,7,1.08,3.96,0.26,10.58,13609
British,7,3.11,#,0.69,#,14457
brittle,7,1.86,3.56,0.49,9.78,10134
broad,5,2.88,2.45,0.65,10.5,4189
broadcast,9,2.66,3.46,0.65,9.3,11042
Broadway,8,2.8,#,0.62,#,5337
broccoli,8,2.07,4.87,0.35,5.2,10095
broil,5,1.2,4.03,0.19,8.65,4500
broke,5,3.73,3.29,0.66,5.3,3845
broken,6,3.56,4.11,0.67,5.3,7661
broker,6,2.27,4.03,0.56,10.94,10007
bronco,6,1.86,4.75,0.4,9,11195
bronze,6,2.16,4.47,0.61,10,7848
brook,5,2.02,4.43,0.59,8.42,3873
broom,5,2.39,4.89,0.46,5.5,4861
broth,5,1.66,4.68,0.46,9,4946
brothel,7,1.92,4.23,0.46,14.94,8429
brother,7,4.16,4.43,0.67,3.63,12857
brotherhood,11,2.33,2.58,0.58,9.44,15590
brothers,8,3.38,#,0.67,3.63,14326
brought,7,3.94,2.23,0.69,4.42,5521
brow,4,1.98,4.39,0.37,9.82,3404
brown,5,3.49,4.48,0.68,4.2,3569
brownie,7,2.26,4.82,0.35,4.8,6340
browse,6,1.49,3.07,0.42,9.89,5547
bruise,6,2.22,4.73,0.31,5.45,6465
brunch,6,2.28,4.41,0.33,8.68,6010
brunette,8,2.25,4.57,0.36,8.61,11791
brush,5,2.86,4.54,0.57,3.78,4002
brushes,7,1.86,4.67,0.46,3.78,10240
brutal,6,2.58,2,0.58,10.17,7122
brutality,9,2.05,2.48,0.57,12,12749
brute,5,2.21,3.31,0.43,10.85,6576
brutish,7,1.34,2.43,0.26,13.11,11012
bubbles,7,2.49,#,0.56,3.79,10155
bubbling,8,1.76,3.44,0.35,3.79,15812
bubbly,6,1.85,3.52,0.3,8.17,3794
buck,4,3.24,4.67,0.6,7.68,1904
bucket,6,2.71,4.96,0.55,5.61,4156
buckle,6,2.41,4.71,0.4,6.42,5457
bud,3,3.26,4.48,0.58,7.01,875
Buddha,6,2.42,#,0.57,#,2264
Buddhism,8,1.53,2.3,0.58,#,5490
Buddhist,8,2.09,3.92,0.6,10.44,8529
